prompt_id,source_workload_id,prompt,target_sla,target_energy,target_imbalance,target_fairness,target_carbon
prompt-000084,workload-000824,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=5.75; memory_gb=12.87; latency_budget_ms=309.2; energy_sensitivity=0.84; edge_locality=0.15",0.2,0.3,0.17,0.1,0.23
prompt-000085,workload-001653,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=3.73; memory_gb=13.40; latency_budget_ms=147.9; energy_sensitivity=0.44; edge_locality=0.57",0.31,0.23,0.18,0.15,0.13
prompt-000086,workload-001155,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=normal; cpu=6.33; memory_gb=18.09; latency_budget_ms=261.2; energy_sensitivity=0.73; edge_locality=0.10",0.2,0.3,0.17,0.1,0.23
prompt-000087,workload-003304,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=burst; cpu=2.04; memory_gb=4.75; latency_budget_ms=85.9; energy_sensitivity=0.38; edge_locality=0.44",0.51,0.11,0.18,0.13,0.07
prompt-000088,workload-002793,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=burst; cpu=3.94; memory_gb=5.99; latency_budget_ms=236.4; energy_sensitivity=0.94; edge_locality=0.07",0.2,0.3,0.17,0.1,0.23
prompt-000089,workload-002662,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=burst; cpu=2.50; memory_gb=11.69; latency_budget_ms=213.1; energy_sensitivity=0.44; edge_locality=0.81",0.34,0.23,0.17,0.13,0.13
prompt-000090,workload-003690,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=burst; cpu=5.29; memory_gb=15.37; latency_budget_ms=298.1; energy_sensitivity=0.84; edge_locality=0.02",0.2,0.3,0.17,0.1,0.23
prompt-000091,workload-003201,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=3; regime=burst; cpu=5.89; memory_gb=11.80; latency_budget_ms=200.0; energy_sensitivity=0.80; edge_locality=0.34",0.37,0.2,0.18,0.15,0.1
prompt-000092,workload-003519,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=9.24; memory_gb=26.39; latency_budget_ms=326.3; energy_sensitivity=0.76; edge_locality=0.29",0.2,0.3,0.17,0.1,0.23
prompt-000093,workload-004768,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=2.91; memory_gb=2.81; latency_budget_ms=53.6; energy_sensitivity=0.49; edge_locality=0.84",0.48,0.18,0.1,0.08,0.16
prompt-000094,workload-003232,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=burst; cpu=2.58; memory_gb=5.69; latency_budget_ms=48.0; energy_sensitivity=0.45; edge_locality=0.77",0.5,0.13,0.14,0.1,0.13
prompt-000095,workload-001618,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=2.79; memory_gb=14.88; latency_budget_ms=335.0; energy_sensitivity=0.94; edge_locality=0.23",0.2,0.3,0.17,0.1,0.23
prompt-000096,workload-002696,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=burst; cpu=4.79; memory_gb=8.50; latency_budget_ms=92.9; energy_sensitivity=0.76; edge_locality=0.62",0.31,0.23,0.18,0.15,0.13
prompt-000097,workload-004102,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=energy-scarcity; cpu=0.90; memory_gb=2.29; latency_budget_ms=35.2; energy_sensitivity=0.64; edge_locality=0.83",0.48,0.18,0.1,0.08,0.16
prompt-000098,workload-002268,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=6.52; memory_gb=21.44; latency_budget_ms=242.6; energy_sensitivity=0.85; edge_locality=0.25",0.2,0.3,0.17,0.1,0.23
prompt-000099,workload-004003,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=energy-scarcity; cpu=4.72; memory_gb=11.30; latency_budget_ms=203.0; energy_sensitivity=0.86; edge_locality=0.71",0.26,0.28,0.15,0.15,0.16
prompt-000100,workload-003649,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=burst; cpu=1.65; memory_gb=7.54; latency_budget_ms=100.0; energy_sensitivity=0.43; edge_locality=0.45",0.45,0.14,0.18,0.13,0.1
prompt-000101,workload-001584,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=3.85; memory_gb=6.71; latency_budget_ms=81.9; energy_sensitivity=0.47; edge_locality=0.42",0.45,0.14,0.18,0.13,0.1
prompt-000102,workload-004394,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=2.65; memory_gb=17.62; latency_budget_ms=273.6; energy_sensitivity=0.72; edge_locality=0.14",0.15,0.35,0.14,0.1,0.26
prompt-000103,workload-002198,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=1.35; memory_gb=5.60; latency_budget_ms=88.1; energy_sensitivity=0.46; edge_locality=0.32",0.45,0.14,0.18,0.13,0.1
prompt-000104,workload-002735,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=burst; cpu=1.32; memory_gb=3.12; latency_budget_ms=44.6; energy_sensitivity=0.63; edge_locality=0.95",0.53,0.13,0.13,0.08,0.13
prompt-000105,workload-004690,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=1.72; memory_gb=8.21; latency_budget_ms=98.2; energy_sensitivity=0.36; edge_locality=0.36",0.26,0.28,0.15,0.15,0.16
prompt-000106,workload-003418,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=8.70; memory_gb=14.13; latency_budget_ms=303.8; energy_sensitivity=0.81; edge_locality=0.24",0.2,0.3,0.17,0.1,0.23
prompt-000107,workload-002224,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=2.74; memory_gb=4.11; latency_budget_ms=104.7; energy_sensitivity=0.39; edge_locality=0.35",0.45,0.14,0.18,0.13,0.1
prompt-000108,workload-004092,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=3.93; memory_gb=6.88; latency_budget_ms=283.3; energy_sensitivity=0.93; edge_locality=0.06",0.15,0.35,0.14,0.1,0.26
prompt-000109,workload-002045,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=5.08; memory_gb=15.15; latency_budget_ms=182.0; energy_sensitivity=0.55; edge_locality=0.69",0.31,0.23,0.18,0.15,0.13
prompt-000110,workload-004079,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=energy-scarcity; cpu=2.23; memory_gb=7.35; latency_budget_ms=75.2; energy_sensitivity=0.43; edge_locality=0.38",0.4,0.19,0.15,0.13,0.13
prompt-000111,workload-004861,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=energy-scarcity; cpu=7.67; memory_gb=16.04; latency_budget_ms=286.0; energy_sensitivity=0.91; edge_locality=0.22",0.21,0.32,0.14,0.1,0.23
prompt-000112,workload-003182,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=7.24; memory_gb=14.79; latency_budget_ms=299.9; energy_sensitivity=1.00; edge_locality=0.19",0.2,0.3,0.17,0.1,0.23
prompt-000113,workload-004800,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=6.32; memory_gb=5.25; latency_budget_ms=243.0; energy_sensitivity=0.84; edge_locality=0.01",0.15,0.35,0.14,0.1,0.26
prompt-000114,workload-004831,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=energy-scarcity; cpu=3.01; memory_gb=1.61; latency_budget_ms=36.5; energy_sensitivity=0.57; edge_locality=0.87",0.48,0.18,0.1,0.08,0.16
prompt-000115,workload-001169,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=1.09; memory_gb=2.17; latency_budget_ms=114.6; energy_sensitivity=0.28; edge_locality=0.36",0.45,0.14,0.18,0.13,0.1
prompt-000116,workload-003876,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=energy-scarcity; cpu=6.40; memory_gb=5.84; latency_budget_ms=321.2; energy_sensitivity=0.75; edge_locality=0.02",0.15,0.35,0.14,0.1,0.26
prompt-000117,workload-001969,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=3.76; memory_gb=19.34; latency_budget_ms=249.4; energy_sensitivity=0.79; edge_locality=0.14",0.2,0.3,0.17,0.1,0.23
prompt-000118,workload-002940,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=burst; cpu=1.56; memory_gb=2.23; latency_budget_ms=59.7; energy_sensitivity=0.53; edge_locality=0.78",0.5,0.13,0.14,0.1,0.13
prompt-000119,workload-004042,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=3.15; memory_gb=1.15; latency_budget_ms=40.1; energy_sensitivity=0.58; edge_locality=0.84",0.48,0.18,0.1,0.08,0.16
